City1,City2,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),Year,Month_num,dep latitude,dep longitude,arr latitude,arr longitude,Category 
ARMIDALE,SYDNEY,10609,373,69.6,382,2019,March,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,10739,358,70.8,382,2019,April,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,11168,387,69.9,382,2019,May,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,9716,359,64.1,382,2019,June,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,10219,380,63.2,382,2019,July,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,10350,371,65.3,382,2019,August,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,11104,376,70.4,382,2019,September,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,11908,392,71.7,382,2019,October,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,11745,369,76.3,382,2019,November,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,9760,325,69.6,382,2019,December,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,8069,285,65.6,382,2020,January,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,8830,335,63.4,382,2020,February,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,5573,296,45.3,382,2020,March,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,0,0,0,382,2020,April,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,0,0,0,382,2020,May,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,0,0,0,382,2020,June,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,0,0,0,382,2020,July,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,0,0,0,382,2020,August,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,0,0,0,382,2020,September,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,0,0,0,382,2020,October,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,0,0,0,382,2020,November,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ARMIDALE,SYDNEY,0,0,0,382,2020,December,-30.50828,151.671234,-33.861481,151.205475,less_than_1k
ALICE SPRINGS,DARWIN,5091,99,44.5,1305,2019,January,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,7075,116,50.3,1305,2019,February,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,8561,137,48.2,1305,2019,March,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,8502,152,32.9,1305,2019,April,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,9515,163,35.1,1305,2019,May,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,10256,156,39.6,1305,2019,June,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,13110,164,47.9,1305,2019,July,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,12610,161,47.6,1305,2019,August,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,9906,162,37.1,1305,2019,September,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,10706,168,41,1305,2019,October,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,8494,137,62.7,1305,2019,November,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,5874,103,59.6,1305,2019,December,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,4726,88,55.5,1305,2020,January,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,0,0,0,1305,2020,February,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,0,0,0,1305,2020,March,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,0,0,0,1305,2020,April,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,0,0,0,1305,2020,May,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,0,0,0,1305,2020,June,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,0,0,0,1305,2020,July,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,0,0,0,1305,2020,August,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,0,0,0,1305,2020,September,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,0,0,0,1305,2020,October,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,0,0,0,1305,2020,November,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,DARWIN,0,0,0,1305,2020,December,-23.697479,133.883621,-12.45722,130.836639,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2019,January,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2019,February,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2019,March,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2019,April,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2019,May,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2019,June,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2019,July,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2019,August,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2019,September,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2019,October,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2019,November,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2019,December,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2020,January,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2020,February,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2020,March,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2020,April,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2020,May,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2020,June,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2020,July,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2020,August,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2020,September,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2020,October,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2020,November,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,MELBOURNE,0,0,0,1860,2020,December,-23.697479,133.883621,-37.813938,144.963425,between_1k_2k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2019,January,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2019,February,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2019,March,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2019,April,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2019,May,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2019,June,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2019,July,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2019,August,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2019,September,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2019,October,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2019,November,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2019,December,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2020,January,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2020,February,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2020,March,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2020,April,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2020,May,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2020,June,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2020,July,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2020,August,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2020,September,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2020,October,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2020,November,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
ALICE SPRINGS,SYDNEY,0,0,0,2022,2020,December,-23.697479,133.883621,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,13211,116,64.1,2181,2019,January,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,12502,104,69.4,2181,2019,February,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,16481,114,82,2181,2019,March,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,17085,120,79.7,2181,2019,April,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,18161,124,81.8,2181,2019,May,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,17749,120,83.1,2181,2019,June,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,18621,124,83.7,2181,2019,July,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,19685,124,88.8,2181,2019,August,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,18580,120,86.4,2181,2019,September,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,18614,123,84.1,2181,2019,October,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,14341,110,73,2181,2019,November,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,11134,114,54.9,2181,2019,December,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,11470,114,56.7,2181,2020,January,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,9602,104,52.7,2181,2020,February,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,8217,91,50.8,2181,2020,March,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,0,0,0,2181,2020,April,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,0,0,0,2181,2020,May,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,0,0,0,2181,2020,June,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,0,0,0,2181,2020,July,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,0,0,0,2181,2020,August,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,0,0,0,2181,2020,September,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,0,0,0,2181,2020,October,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,0,0,0,2181,2020,November,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
AYERS ROCK,SYDNEY,0,0,0,2181,2020,December,-25.3444,131.0369,-33.861481,151.205475,between_2k_3k
BUNDABERG,BRISBANE,11095,278,61.7,287,2019,January,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,11209,278,62.9,287,2019,February,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,12875,304,66.2,287,2019,March,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,12578,296,67.6,287,2019,April,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,13183,306,69.6,287,2019,May,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,12650,292,68.8,287,2019,June,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,13355,312,67.7,287,2019,July,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,13344,308,69.4,287,2019,August,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,13492,300,72.4,287,2019,September,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,14211,308,73.2,287,2019,October,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,12929,300,68.8,287,2019,November,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,12727,291,70.4,287,2019,December,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,11110,271,67,287,2020,January,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,11476,272,68.2,287,2020,February,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,8209,253,52.1,287,2020,March,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,423,50,11.3,287,2020,April,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,0,0,0,287,2020,May,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,0,0,0,287,2020,June,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,0,0,0,287,2020,July,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,0,0,0,287,2020,August,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,0,0,0,287,2020,September,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,0,0,0,287,2020,October,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,0,0,0,287,2020,November,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BUNDABERG,BRISBANE,0,0,0,287,2020,December,-24.866211,152.3479,-27.47101,153.024292,less_than_1k
BROOME,PERTH,22472,293,67.5,1677,2019,January,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,18021,254,62,1677,2019,February,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,22083,283,66.9,1677,2019,March,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,27724,317,74.6,1677,2019,April,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,28751,331,75.5,1677,2019,May,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,30424,325,79.3,1677,2019,June,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,34630,341,88.7,1677,2019,July,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,33666,338,84.2,1677,2019,August,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,31534,328,83.9,1677,2019,September,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,31472,337,81.2,1677,2019,October,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,25027,277,75,1677,2019,November,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,23000,292,67.2,1677,2019,December,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,21701,278,65.6,1677,2020,January,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,18287,268,58.1,1677,2020,February,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,11120,172,57.5,1677,2020,March,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,1129,55,18.3,1677,2020,April,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,2111,46,35.3,1677,2020,May,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,6769,68,75.3,1677,2020,June,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,19194,160,85,1677,2020,July,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,24088,186,78.9,1677,2020,August,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,32850,278,76.6,1677,2020,September,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,34986,294,76.7,1677,2020,October,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,27913,278,68.5,1677,2020,November,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BROOME,PERTH,24346,291,58.2,1677,2020,December,-17.955379,122.23922,-31.95224,115.861397,between_1k_2k
BRISBANE,CANBERRA,48438,527,68.6,956,2019,January,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,43201,476,67.7,956,2019,February,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,51234,523,72.8,956,2019,March,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,54584,534,74.7,956,2019,April,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,52466,554,69.2,956,2019,May,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,52510,528,72.6,956,2019,June,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,62171,574,78.3,956,2019,July,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,60733,566,77.8,956,2019,August,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,60656,558,77,956,2019,September,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,61444,575,76.2,956,2019,October,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,55726,529,77.1,956,2019,November,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,56950,558,74.9,956,2019,December,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,52607,530,72.3,956,2020,January,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,45616,492,68.7,956,2020,February,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,32315,422,56.6,956,2020,March,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,0,0,0,956,2020,April,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,0,0,0,956,2020,May,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,4003,78,54.1,956,2020,June,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,11389,134,78.5,956,2020,July,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,6221,110,46.9,956,2020,August,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,4328,79,41.8,956,2020,September,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,20966,215,74.8,956,2020,October,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,30598,303,72.9,956,2020,November,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CANBERRA,38885,382,74.4,956,2020,December,-27.47101,153.024292,-35.27603,149.13435,less_than_1k
BRISBANE,CAIRNS,101163,869,76.1,1391,2019,January,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,93158,738,85.4,1391,2019,February,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,99615,795,83.6,1391,2019,March,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,105053,896,80.7,1391,2019,April,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,104658,894,82.7,1391,2019,May,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,103936,874,84,1391,2019,June,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,119665,988,84.7,1391,2019,July,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,115839,932,86.6,1391,2019,August,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,109987,914,83.1,1391,2019,September,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,118691,938,87.8,1391,2019,October,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,110849,855,89.4,1391,2019,November,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,110089,884,85.3,1391,2019,December,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,109739,933,81.6,1391,2020,January,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,79067,785,70.9,1391,2020,February,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,61085,675,66.2,1391,2020,March,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,3906,122,47.1,1391,2020,April,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,4988,119,60.3,1391,2020,May,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,18143,206,80,1391,2020,June,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,62555,467,90.8,1391,2020,July,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,69604,642,78.1,1391,2020,August,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,75016,755,75.6,1391,2020,September,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,77630,737,77.7,1391,2020,October,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,74452,623,83.7,1391,2020,November,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,CAIRNS,92584,727,81.6,1391,2020,December,-27.47101,153.024292,-16.92304,145.766251,between_1k_2k
BRISBANE,DARWIN,27813,234,71.6,2852,2019,January,-27.47101,153.024292,-12.45722,130.836639,between_2k_3k
BRISBANE,DARWIN,20510,187,70,2852,2019,February,-27.47101,153.024292,-12.45722,130.836639,between_2k_3k
BRISBANE,DARWIN,23626,201,72.9,2852,2019,March,-27.47101,153.024292,-12.45722,130.836639,between_2k_3k
BRISBANE,DARWIN,29037,214,83.3,2852,2019,April,-27.47101,153.024292,-12.45722,130.836639,between_2k_3k
BRISBANE,DARWIN,29165,226,82.9,2852,2019,May,-27.47101,153.024292,-12.45722,130.836639,between_2k_3k
BRISBANE,DARWIN,32996,239,83.6,2852,2019,June,-27.47101,153.024292,-12.45722,130.836639,between_2k_3k
BRISBANE,DARWIN,39625,285,83.7,2852,2019,July,-27.47101,153.024292,-12.45722,130.836639,between_2k_3k
BRISBANE,DARWIN,35716,257,85.2,2852,2019,August,-27.47101,153.024292,-12.45722,130.836639,between_2k_3k
BRISBANE,DARWIN,32518,245,81.2,2852,2019,September,-27.47101,153.024292,-12.45722,130.836639,between_2k_3k
BRISBANE,DARWIN,29577,237,77.2,2852,2019,October,-27.47101,153.024292,-12.45722,130.836639,between_2k_3k
BRISBANE,DARWIN,25708,201,80.1,2852,2019,November,-27.47101,153.024292,-12.45722,130.836639,between_2k_3k
BRISBANE,DARWIN,28523,227,76.1,2852,2019,December,-27.47101,153.024292,-12.45722,130.836639,between_2k_3k
BRISBANE,DARWIN,28226,230,74.9,2852,2020,January,-27.47101,153.024292,-12.45722,130.836639,between_2k_3k
BRISBANE,DARWIN,19858,169,74.9,2852,2020,February,-27.47101,153.024292,-12.45722,130.836639,between_2k_3k
BRISBANE,DARWIN,15128,151,65.7,2852,2020,March,-27.47101,153.024292,-12.45722,130.836639,between_2k_3k
BRISBANE,DARWIN,0,0,0,2852,2020,April,-27.47101,153.024292,-12.45722,130.836639,between_2k_3k
